UserID,City,State,Country,ZipCode,DegreeType,Major,GraduationDate,WorkHistoryCount,TotalYearsExperience,CurrentlyEmployed,ManagedOthers,ManagedHowMany,MajorCategoryID
782735,Carlock,IL,US,61725,Associate's,Business,2012-06-01 00:00:00,3,3.0,No,Yes,5,21.0
783647,Chicago,IL,US,60619,High School,Not Applicable,2008-08-01 00:00:00,3,3.0,Yes,No,0,0.0
784207,Plainfield,IL,US,60544,High School,Not Applicable,2009-06-01 00:00:00,2,2.0,No,No,0,0.0
784623,Peoria,IL,US,61604,Bachelor's,,2007-09-01 00:00:00,3,9.0,Yes,No,0,
788080,Bedford Park,IL,US,60501,Associate's,Medical Billing Certification,2011-12-01 00:00:00,2,4.0,No,No,0,126.0
789214,Glendale Heights,IL,US,60139,Associate's,Business,2012-01-01 00:00:00,3,7.0,No,No,0,21.0
789933,Chicago,IL,US,60643,Master's,"Business Administration and Management, General",2015-06-01 00:00:00,5,10.0,Yes,Yes,9,80.0
790550,Olney,IL,US,62450,High School,Regular/General High School/Secondary Diploma Program,1968-05-01 00:00:00,1,2.0,Yes,Yes,1,167.0
792353,Chicago,IL,US,60617,None,Student Government,2004-05-01 00:00:00,4,16.0,Yes,No,0,67.0
792360,Washington Park,IL,US,62204,High School,Basic,2010-04-01 00:00:00,1,2.0,No,No,0,0.0
792673,La Grange,IL,US,60525,None,,,6,26.0,Yes,No,0,
792809,Willow Springs,IL,US,60480,High School,General Studies,1993-06-01 00:00:00,1,12.0,No,No,0,117.0
793117,Maple Park,IL,US,60151,None,,,8,31.0,No,No,0,
793954,Sterling,IL,US,61081,Bachelor's,Construction Management,2005-12-01 00:00:00,3,5.0,No,No,0,114.0
794097,Chicago,IL,US,60616,None,Global Economics and Modern Languages,2012-08-01 00:00:00,3,11.0,No,Yes,20,157.0
794430,Chicago,IL,US,60617,None,,,4,10.0,Yes,No,0,
795084,Chicago,IL,US,60660,Bachelor's,,,5,26.0,No,No,0,
797986,Hanover Park,IL,US,60133,Bachelor's,Finance,2011-01-01 00:00:00,9,14.0,,No,0,79.0
798048,Naperville,IL,US,60563,Associate's,Paralegal Studies,2012-04-01 00:00:00,6,14.0,Yes,No,0,117.0
798114,Des Plaines,IL,US,60016,Bachelor's,Counseling Psychology,1990-06-01 00:00:00,1,7.0,No,Yes,60,173.0
798452,Park Forest,IL,US,60466,None,Small Business,1997-01-01 00:00:00,2,11.0,No,No,0,21.0
798544,Chicago,IL,US,60616,Bachelor's,Mechanical Engineering,2008-12-01 00:00:00,6,10.0,Yes,Yes,25,148.0
799274,Belleville,IL,US,62220,Vocational,"Licensed Practical/Vocational Nurse Training (LPN, LVN, Cert",2011-12-01 00:00:00,3,14.0,No,Yes,20,107.0
799645,North Aurora,IL,US,60542,None,Accounting,,6,22.0,Yes,Yes,7,44.0
800842,Gurnee,IL,US,60031,Bachelor's,Business,,1,28.0,Yes,No,0,21.0
802825,Chicago,IL,US,60610,High School,Communication,1978-06-01 00:00:00,6,32.0,No,Yes,4,194.0
803212,Chicago,IL,US,60630,None,,,6,35.0,No,No,0,
804778,Country Club Hills,IL,US,60478,Bachelor's,Sociology,2007-12-01 00:00:00,5,12.0,Yes,No,0,0.0
804934,Darien,IL,US,60561,Bachelor's,Mass Communications,1995-03-01 00:00:00,5,19.0,Yes,Yes,10,124.0
805795,Bloomington,IL,US,61701,Associate's,"Nursing/Registered Nurse (RN, ASN, BSN, MSN)",2008-05-01 00:00:00,7,5.0,,No,0,39.0
805805,Rockford,IL,US,61104,High School,,,8,12.0,Yes,Yes,9,
806529,Volo,IL,US,60073,Bachelor's,Economics,2004-01-01 00:00:00,5,8.0,Yes,No,0,0.0
807018,Glencoe,IL,US,60022,PhD,Bioengineering,,2,9.0,Yes,No,0,0.0
808991,Country Club Hills,IL,US,60478,High School,Not Applicable,2006-06-01 00:00:00,1,1.0,No,No,0,0.0
809026,Chicago,IL,US,60620,Vocational,"Transportation and Materials Moving, Other",2002-01-01 00:00:00,3,5.0,No,No,0,198.0
809653,Justice,IL,US,60458,High School,,1997-01-01 00:00:00,6,7.0,No,No,0,
810022,Chicago,IL,US,60638,High School,Not Applicable,1993-01-01 00:00:00,6,13.0,Yes,Yes,18,0.0
810143,Evanston,IL,US,60201,Master's,Mechanical Engineering,2012-12-01 00:00:00,5,6.0,No,No,0,148.0
810548,Oak Lawn,IL,US,60453,Bachelor's,Business Management,2001-08-01 00:00:00,0,,No,No,0,21.0
812400,Chicago,IL,US,60629,None,,,5,8.0,Yes,No,0,
812996,Fox Lake,IL,US,60020,Associate's,Business Management,,6,25.0,Yes,Yes,10,21.0
813009,Carol Stream,IL,US,60188,None,,,8,7.0,Yes,Yes,10,
813435,Wheeling,IL,US,60090,Bachelor's,Business Administration,2011-11-01 00:00:00,3,6.0,No,No,0,80.0
813974,Joliet,IL,US,60431,None,,2002-05-01 00:00:00,3,7.0,,No,0,
814304,Mount Carmel,IL,US,62863,None,Diesel Equipment Technology,2011-05-01 00:00:00,4,7.0,Yes,No,0,128.0
815532,Bolingbrook,IL,US,60440,High School,Not Applicable,1990-01-01 00:00:00,4,21.0,Yes,No,0,0.0
816186,Chicago,IL,US,60639,None,,,2,11.0,No,No,0,
816356,Waukegan,IL,US,60085,Master's,Accounting,2012-04-01 00:00:00,4,6.0,No,No,0,44.0
816596,O Fallon,IL,US,62269,None,,,3,30.0,Yes,No,0,
816625,Berwyn,IL,US,60402,Associate's,Management,,7,23.0,No,Yes,25,17.0
816728,Chicago,IL,US,60656,Associate's,APPLIED SCIENCE / POLICE SCIENCE,1987-05-01 00:00:00,1,0.0,No,No,0,98.0
816886,Cahokia,IL,US,62206,High School,Not Applicable,2002-05-01 00:00:00,9,8.0,No,No,0,0.0
817364,Macomb,IL,US,61455,Master's,Manufacturing Engineering Systems,2012-05-01 00:00:00,3,2.0,Yes,No,0,129.0
817406,Streamwood,IL,US,60107,None,,,2,17.0,Yes,No,0,
818968,Lake in the Hills,IL,US,60156,None,research,,7,17.0,No,Yes,6,112.0
821060,Chicago,IL,US,60618,Associate's,,2011-06-01 00:00:00,4,6.0,No,No,0,
821323,Huntley,IL,US,60142,None,,2007-01-01 00:00:00,2,23.0,No,No,0,
821526,Alsip,IL,US,60803,None,,2001-01-01 00:00:00,4,9.0,No,No,0,
822187,Arlington Heights,IL,US,60004,None,Medical Administration,2006-06-01 00:00:00,4,7.0,Yes,No,0,80.0
822299,Chicago,IL,US,60649,Associate's,Communications,2003-01-01 00:00:00,4,10.0,Yes,Yes,4,124.0
823725,Chicago,IL,US,60629,Bachelor's,Business Administration,2000-06-01 00:00:00,1,11.0,No,No,0,80.0
824611,Berwyn,IL,US,60402,None,,2000-01-01 00:00:00,5,14.0,Yes,No,0,
827069,Chicago Ridge,IL,US,60415,Associate's,,1984-01-01 00:00:00,4,27.0,No,No,0,
827257,Chicago,IL,US,60647,Bachelor's,Finance,2012-12-01 00:00:00,2,6.0,Yes,No,0,79.0
827323,Granite City,IL,US,62040,None,Entrepreneurial Economics and Management & Organizational Leadership,2009-05-01 00:00:00,6,9.0,Yes,Yes,4,17.0
827671,Arlington Heights,IL,US,60004,Bachelor's,Business,,4,27.0,Yes,Yes,14,21.0
827818,Steger,IL,US,60475,Master's,Salary History,,6,17.0,Yes,No,0,0.0
828877,Justice,IL,US,60458,High School,Not Applicable,2001-01-01 00:00:00,5,9.0,No,No,0,0.0
829423,Berkeley,IL,US,60163,None,,,7,17.0,Yes,Yes,6,
829429,Chicago,IL,US,60628,Associate's,Arts,1999-05-01 00:00:00,5,10.0,No,Yes,12,111.0
829605,Buffalo Grove,IL,US,60089,Master's,Masters of Traditional Architecture and Urbanism,2012-04-01 00:00:00,3,5.0,No,Yes,30,0.0
829846,Chicago Heights,IL,US,60411,None,Human Services,,8,23.0,No,No,0,42.0
830072,Homewood,IL,US,60430,Master's,Business Administration-Accounting,2010-01-01 00:00:00,7,18.0,Yes,Yes,10,80.0
830560,Grayslake,IL,US,60030,Bachelor's,Accounting,2001-01-01 00:00:00,3,11.0,Yes,No,0,44.0
831012,Chicago,IL,US,60601,None,,,4,17.0,Yes,No,0,
831862,Calumet Park,IL,US,60827,Master's,Health Science,2011-05-01 00:00:00,6,10.0,Yes,No,0,98.0
832131,Gurnee,IL,US,60031,Bachelor's,Chemical Engineering,2008-05-01 00:00:00,4,4.0,Yes,Yes,6,170.0
832142,Alsip,IL,US,60803,High School,Not Applicable,1986-01-01 00:00:00,8,14.0,No,Yes,15,0.0
832511,Berwyn,IL,US,60402,None,,2009-08-01 00:00:00,3,10.0,No,No,0,
832531,Chicago,IL,US,60651,Bachelor's,Healthcare Studies,,7,15.0,Yes,Yes,25,117.0
832625,Harvard,IL,US,60033,High School,management,1973-06-01 00:00:00,2,25.0,Yes,Yes,18,17.0
832858,North Chicago,IL,US,60064,High School,Not Applicable,2011-05-01 00:00:00,3,2.0,No,No,0,0.0
833068,Alsip,IL,US,60803,Associate's,Science,2010-08-01 00:00:00,6,11.0,Yes,Yes,25,98.0
833650,Granite City,IL,US,62040,None,Business,,2,10.0,No,No,0,21.0
833771,Chicago,IL,US,60651,Master's,Social Work,2013-05-01 00:00:00,7,13.0,Yes,Yes,30,141.0
834012,Posen,IL,US,60469,Bachelor's,Business Administration,2011-06-01 00:00:00,4,4.0,No,No,0,80.0
834308,Chicago,IL,US,60601,Bachelor's,Business Management- Robert Morris,2008-01-01 00:00:00,4,14.0,No,No,0,21.0
835027,Joliet,IL,US,60435,None,Medical Assistant,2011-04-01 00:00:00,5,15.0,Yes,No,0,30.0
835335,Rochelle,IL,US,61068,Bachelor's,Law Enforcement and Justice,2008-01-01 00:00:00,3,8.0,Yes,No,0,111.0
836082,Aurora,IL,US,60505,None,,,0,,No,No,0,
836260,Chicago,IL,US,60637,High School,High School,1997-06-01 00:00:00,3,10.0,No,Yes,10,167.0
836611,Chicago,IL,US,60638,Vocational,Industrial Engineering,1966-01-01 00:00:00,10,40.0,Yes,Yes,30,173.0
837080,Chicago,IL,US,60617,High School,Not Applicable,2008-05-01 00:00:00,4,5.0,Yes,No,0,0.0
838981,Chicago,IL,US,60613,Master's,Business Administration,2004-01-01 00:00:00,5,7.0,Yes,No,0,80.0
839893,Addison,IL,US,60101,High School,Not Applicable,1979-01-01 00:00:00,2,23.0,No,Yes,2,0.0
840022,Plainfield,IL,US,60585,Bachelor's,Accountancy,,3,17.0,No,No,0,0.0
840472,Springfield,IL,US,62702,Master's,Business Management,2013-01-01 00:00:00,4,13.0,,No,0,21.0
841864,Downers Grove,IL,US,60516,High School,Not Applicable,1997-05-01 00:00:00,8,13.0,Yes,Yes,8,0.0
842003,Waukegan,IL,US,60085,High School,,1998-01-01 00:00:00,7,12.0,Yes,Yes,7,
842130,Plainfield,IL,US,60544,Bachelor's,Supply Chain Operations and Information Systems Management,2008-08-01 00:00:00,6,13.0,,No,0,181.0
842134,Romeoville,IL,US,60446,High School,General Education,1982-06-01 00:00:00,4,15.0,Yes,No,0,131.0
842225,Mokena,IL,US,60448,High School,Not Applicable,1998-05-01 00:00:00,4,8.0,No,Yes,26,0.0
842733,Mount Prospect,IL,US,60056,Associate's,Art,2010-09-01 00:00:00,4,4.0,No,No,0,0.0
844702,Harvey,IL,US,60426,Associate's,Criminal Justice,2011-10-01 00:00:00,4,8.0,Yes,No,0,111.0
844834,Calumet City,IL,US,60409,Bachelor's,Medical Assistant,2005-01-01 00:00:00,2,10.0,No,No,0,30.0
844908,Dekalb,IL,US,60115,None,Medical Assistant,2010-08-01 00:00:00,4,3.0,Yes,No,0,30.0
845049,Carpentersville,IL,US,60110,High School,,1969-06-01 00:00:00,3,21.0,,No,0,
845124,Streamwood,IL,US,60107,Master's,Horticulture,,3,11.0,No,No,0,0.0
845689,Tinley Park,IL,US,60477,Master's,Project Management,1990-01-01 00:00:00,10,35.0,Yes,No,0,27.0
846942,Chicago,IL,US,60638,Bachelor's,Business Administration Management,2004-12-01 00:00:00,1,7.0,No,Yes,5,80.0
847755,Chicago,IL,US,60643,Bachelor's,Sociology and Psychology,1995-04-01 00:00:00,3,17.0,Yes,No,0,173.0
848363,Frankfort,IL,US,60423,Bachelor's,"Business Administration and Management, General",2013-07-01 00:00:00,4,9.0,,No,0,80.0
850071,Hickory Hills,IL,US,60457,None,,,0,,Yes,No,0,
850849,Naperville,IL,US,60563,Master's,,2009-05-01 00:00:00,1,1.0,No,No,0,
851407,Chicago,IL,US,60609,None,,1993-06-01 00:00:00,4,8.0,No,Yes,2,
852032,Chicago,IL,US,60657,Bachelor's,Sociology,,3,23.0,Yes,No,0,0.0
853114,Joliet,IL,US,60431,Bachelor's,Organizational Management,2010-05-01 00:00:00,3,4.0,Yes,Yes,9,17.0
854325,Chicago,IL,US,60625,None,,,3,7.0,No,Yes,3,
856902,East Saint Louis,IL,US,62207,None,Certified Medical Assistant,2011-08-01 00:00:00,3,6.0,No,No,0,130.0
857063,Winfield,IL,US,60190,Bachelor's,,1995-01-01 00:00:00,4,11.0,Yes,Yes,50,
857198,Chicago,IL,US,60632,None,,,0,,No,Yes,4,
859371,Shiloh,IL,US,62269,Master's,Human Services,,5,5.0,Yes,No,0,42.0
859484,Chicago,IL,US,60616,Master's,Mechanical Engineering,2010-05-01 00:00:00,3,8.0,Yes,Yes,8,148.0
859616,Carol Stream,IL,US,60188,Associate's,"Business Administration and Management, General",1976-06-01 00:00:00,5,7.0,No,No,0,80.0
860785,Chicago,IL,US,60618,None,,,0,,No,Yes,25,
860838,Joliet,IL,US,60431,High School,Not Applicable,,5,32.0,Yes,No,0,0.0
861006,Elmhurst,IL,US,60126,Bachelor's,Business Administration,2012-02-01 00:00:00,3,4.0,Yes,No,0,80.0
861263,Evanston,IL,US,60201,Master's,Marketing,,2,32.0,,No,0,23.0
861403,Chicago,IL,US,60625,None,HVAC Technician,2008-06-01 00:00:00,6,14.0,Yes,No,0,5.0
861982,Bolingbrook,IL,US,60440,High School,Not Applicable,,8,29.0,Yes,No,0,0.0
862826,Carpentersville,IL,US,60110,None,Business Retail and Personal Management,,5,10.0,,No,0,77.0
862885,Naperville,IL,US,60540,Bachelor's,Human Biology,1984-06-01 00:00:00,5,23.0,No,Yes,6,49.0
863128,Carol Stream,IL,US,60188,High School,Not Applicable,2005-01-01 00:00:00,3,6.0,,No,0,0.0
863294,Hampshire,IL,US,60140,High School,GED,2008-06-01 00:00:00,5,11.0,,No,0,0.0
863547,Orland Park,IL,US,60467,Associate's,Computer Science,,7,18.0,Yes,No,0,98.0
863715,Arlington Heights,IL,US,60004,None,,,1,1.0,Yes,No,0,
864555,Chicago,IL,US,60619,Bachelor's,Business,2012-05-01 00:00:00,5,9.0,No,No,0,21.0
864878,Kankakee,IL,US,60901,High School,High school,1983-06-01 00:00:00,2,16.0,No,No,0,167.0
865158,Chicago,IL,US,60615,Bachelor's,POLITICAL SCIENCE,1980-05-01 00:00:00,6,6.0,No,Yes,5,98.0
865715,Villa Park,IL,US,60181,High School,Not Applicable,2003-01-01 00:00:00,4,9.0,Yes,No,0,0.0
866319,Brookfield,IL,US,60513,High School,General Education,2001-01-01 00:00:00,4,14.0,,No,0,131.0
866487,Tinley Park,IL,US,60487,Master's,Accounting,2010-12-01 00:00:00,3,8.0,,Yes,8,44.0
866908,Ingleside,IL,US,60041,None,Medical Terminology,,4,9.0,Yes,No,0,30.0
867096,Chicago,IL,US,60631,Bachelor's,Spanish,2012-04-01 00:00:00,3,4.0,No,No,0,0.0
867398,Grayslake,IL,US,60030,Associate's,Veterinary Technology,,3,5.0,No,No,0,128.0
867452,Aurora,IL,US,60502,Associate's,HVAC,2005-05-01 00:00:00,0,,No,Yes,10,186.0
867771,Des Plaines,IL,US,60016,Bachelor's,Psychology,1999-01-01 00:00:00,6,12.0,Yes,No,0,173.0
869469,Palatine,IL,US,60067,Associate's,,2000-12-01 00:00:00,4,8.0,,No,0,
870058,Chicago,IL,US,60617,None,,2011-04-01 00:00:00,5,6.0,No,No,0,
871011,Rolling Meadows,IL,US,60008,None,,,3,25.0,Yes,No,0,
871083,Park Forest,IL,US,60466,None,Computer Science,2013-09-01 00:00:00,3,11.0,Yes,Yes,8,98.0
871198,Chicago,IL,US,60611,None,Psychology,1998-05-01 00:00:00,4,12.0,Yes,Yes,4,173.0
871345,Carol Stream,IL,US,60188,Bachelor's,History,2012-05-01 00:00:00,8,6.0,No,No,0,0.0
873104,Hinsdale,IL,US,60521,None,General Coursework,,6,14.0,Yes,No,0,35.0
873563,Medinah,IL,US,60157,Master's,Accounting and Finacial Management,2013-04-01 00:00:00,3,5.0,Yes,No,0,44.0
874604,Bolingbrook,IL,US,60440,High School,General Studies,1985-05-01 00:00:00,6,12.0,Yes,Yes,15,117.0
877673,Bolingbrook,IL,US,60490,Bachelor's,Electronic Engineering Technology,2001-01-01 00:00:00,3,14.0,Yes,Yes,35,128.0
878799,Chicago,IL,US,60647,Bachelor's,Nursing,1990-08-01 00:00:00,6,23.0,No,Yes,4,130.0
878923,Midlothian,IL,US,60445,Bachelor's,Technical Management / Business Management,2008-03-01 00:00:00,10,23.0,Yes,No,0,17.0
879050,Chicago,IL,US,60653,Bachelor's,Computer Information Systems,2002-10-01 00:00:00,3,13.0,No,Yes,5,134.0
879516,Blue Island,IL,US,60406,High School,Not Applicable,,2,19.0,No,No,0,0.0
881142,Plainfield,IL,US,60544,Associate's,Communications,1989-01-01 00:00:00,7,23.0,Yes,No,0,124.0
881284,Chicago,IL,US,60610,None,,2009-06-01 00:00:00,6,6.0,Yes,No,0,
881704,Plainfield,IL,US,60544,Associate's,,1998-01-01 00:00:00,3,11.0,Yes,Yes,30,
882355,Lake Bluff,IL,US,60044,High School,Not Applicable,2008-05-01 00:00:00,9,7.0,Yes,Yes,5,0.0
883242,Aurora,IL,US,60502,None,"English Language and Literature, General",,5,33.0,Yes,Yes,12,35.0
883599,Oak Lawn,IL,US,60453,PhD,Simply Accounting,,9,38.0,,No,0,44.0
883605,Belleville,IL,US,62221,Bachelor's,Criminal Justice Administration,2009-01-01 00:00:00,5,15.0,No,Yes,4,111.0
885640,Calumet Park,IL,US,60643,High School,Not Applicable,,3,8.0,No,No,0,0.0
886247,Berkeley,IL,US,60163,Bachelor's,Healthcare Administration,2011-08-01 00:00:00,4,12.0,Yes,No,0,80.0
888324,Matteson,IL,US,60443,Bachelor's,,,5,19.0,,No,0,
888416,Downers Grove,IL,US,60515,None,,,5,7.0,Yes,No,0,
888745,Glen Ellyn,IL,US,60137,None,,2010-01-01 00:00:00,6,21.0,,No,0,
888926,Waukegan,IL,US,60087,None,,,6,14.0,No,No,0,
889103,Highland,IL,US,62249,Master's,Curriculum and Technology,2006-06-01 00:00:00,3,13.0,Yes,Yes,7,128.0
890387,Cicero,IL,US,60804,None,,,7,33.0,Yes,No,0,
890455,Chicago,IL,US,60657,Master's,"Marketing, Finance, Entrepreneurship",,6,17.0,No,No,0,79.0
890478,Oak Lawn,IL,US,60453,Master's,Human Resources Management and Development,,5,14.0,Yes,Yes,10,49.0
891441,Chicago,IL,US,60623,High School,Not Applicable,,7,43.0,Yes,Yes,35,0.0
892150,Chicago,IL,US,60614,Bachelor's,Human Biology,,5,5.0,Yes,Yes,8,49.0
892554,Wheaton,IL,US,60187,Bachelor's,Human Resources Management,2010-01-01 00:00:00,3,8.0,Yes,No,0,49.0
892698,Chicago,IL,US,60653,Associate's,,2011-09-01 00:00:00,5,7.0,Yes,Yes,10,
894094,Swansea,IL,US,62226,None,,,2,9.0,No,No,0,
894477,Belvidere,IL,US,61008,None,"Psychology, General",1989-01-01 00:00:00,3,21.0,No,Yes,25,35.0
894951,Lockport,IL,US,60441,None,,,4,10.0,Yes,No,0,
895642,Chicago,IL,US,60649,High School,Not Applicable,1979-01-01 00:00:00,2,29.0,Yes,No,0,0.0
895742,Peoria,IL,US,61604,Bachelor's,"sales, marketing",,5,43.0,Yes,No,0,23.0
896195,Hanover Park,IL,US,60133,High School,Not Applicable,2006-04-01 00:00:00,6,12.0,Yes,Yes,5,0.0
896711,Lindenhurst,IL,US,60046,High School,Not Applicable,,5,11.0,Yes,No,0,0.0
896767,Harvey,IL,US,60426,None,,,5,6.0,No,No,0,
896810,New Lenox,IL,US,60451,None,,1982-01-01 00:00:00,1,35.0,No,Yes,30,
897018,Matteson,IL,US,60443,Bachelor's,Urban Planning and Policy,2012-06-01 00:00:00,5,16.0,No,Yes,15,185.0
897850,East Saint Louis,IL,US,62207,Associate's,Medical Billing and Coding,2012-05-01 00:00:00,3,1.0,No,No,0,126.0
897975,Mokena,IL,US,60448,High School,Not Applicable,1983-01-01 00:00:00,2,24.0,Yes,Yes,4,0.0
898777,Mundelein,IL,US,60060,None,Architecture,1995-01-01 00:00:00,9,21.0,,No,0,0.0
898879,Cary,IL,US,60013,None,,,4,5.0,Yes,No,0,
899311,Lynwood,IL,US,60411,High School,Not Applicable,1981-01-01 00:00:00,3,24.0,No,No,0,0.0
899592,Lake Villa,IL,US,60046,Master's,English,,2,2.0,No,No,0,40.0
899948,Wood Dale,IL,US,60191,None,,,1,7.0,No,No,0,
900445,Chicago,IL,US,60647,Associate's,Office Administration,,2,12.0,Yes,Yes,20,80.0
900937,Chicago,IL,US,60623,High School,GED,2009-09-01 00:00:00,6,9.0,Yes,No,0,0.0
900971,New Lenox,IL,US,60451,None,,,3,21.0,Yes,No,0,
901169,Glendale Heights,IL,US,60139,None,,,4,15.0,Yes,No,0,
901680,Hoffman Estates,IL,US,60195,Bachelor's,Accounting,,8,37.0,Yes,No,0,44.0
902736,Chicago,IL,US,60619,None,Culinary Arts,2009-03-01 00:00:00,5,4.0,No,No,0,111.0
903970,Glendale Heights,IL,US,60139,None,business management,1989-01-01 00:00:00,5,22.0,,No,0,21.0
904881,Rockford,IL,US,61114,High School,Not Applicable,2004-01-01 00:00:00,3,13.0,No,Yes,3,0.0
906345,Edwardsville,IL,US,62025,High School,Not Applicable,2003-01-01 00:00:00,8,9.0,,No,0,0.0
907148,Elgin,IL,US,60123,None,,,0,,,No,0,
907957,Chicago,IL,US,60641,Bachelor's,Psychology,2008-05-01 00:00:00,3,8.0,Yes,No,0,173.0
908844,Algonquin,IL,US,60102,PhD,,2001-09-01 00:00:00,6,19.0,No,Yes,50,
909169,Madison,IL,US,62060,Bachelor's,Criminal Justice Studies,2011-05-01 00:00:00,5,8.0,Yes,No,0,111.0
911461,Lombard,IL,US,60148,Bachelor's,Marketing,1985-01-01 00:00:00,4,19.0,No,No,0,23.0
911522,Chicago,IL,US,60638,None,,,1,1.0,,No,0,
912013,Mundelein,IL,US,60060,Master's,Science Industrial Education,,1,28.0,No,No,0,173.0
912093,Chicago,IL,US,60651,Vocational,Barbering,2004-06-01 00:00:00,3,9.0,Yes,No,0,0.0
912868,Markham,IL,US,60428,None,Business Administration/Computer Science,2007-01-01 00:00:00,4,4.0,Yes,Yes,7,80.0
914704,Caseyville,IL,US,62232,None,,,3,11.0,No,No,0,
915573,Chicago,IL,US,60620,None,,,6,9.0,Yes,No,0,
916036,Montgomery,IL,US,60538,Bachelor's,Management with Concentration in Human Resources,2011-03-01 00:00:00,5,5.0,,No,0,49.0
916344,Cicero,IL,US,60804,Vocational,Automotive/Truck and Industrial Technology,2002-01-01 00:00:00,5,13.0,,No,0,173.0
917951,Edwardsville,IL,US,62025,Bachelor's,Architectural Studies,2007-05-01 00:00:00,6,11.0,,No,0,117.0
918683,Chicago,IL,US,60620,Bachelor's,"Psychology, General",2005-07-01 00:00:00,7,10.0,Yes,No,0,35.0
920090,Normal,IL,US,61761,Bachelor's,Communication Studies,2012-05-01 00:00:00,2,2.0,,No,0,194.0
920121,Litchfield,IL,US,62056,None,Liberal Arts & Sciences,,10,25.0,Yes,No,0,111.0
920458,Des Plaines,IL,US,60016,Master's,Finance and Information Systems Management,2010-12-01 00:00:00,10,8.0,No,No,0,134.0
920500,Chicago,IL,US,60613,Bachelor's,East Asian International Studies and Spanish Language,2011-05-01 00:00:00,8,5.0,Yes,No,0,191.0
921317,Shorewood,IL,US,60404,None,,,5,16.0,No,No,0,
922011,Glendale Heights,IL,US,60139,None,"Marketing/Marketing Management, General",,6,18.0,Yes,Yes,7,23.0
922182,Lombard,IL,US,60148,Associate's,"Hospitality Administration/Management, General and international studies",2014-06-01 00:00:00,1,1.0,Yes,No,0,191.0
925076,Joliet,IL,US,60431,None,Accounting and Business/Management,,1,19.0,Yes,Yes,35,44.0
925271,Midlothian,IL,US,60445,None,,,9,11.0,,No,0,
926116,Midlothian,IL,US,60445,Master's,Law,1982-05-01 00:00:00,9,38.0,No,Yes,36,111.0
926699,Rockford,IL,US,61101,None,,,3,11.0,,No,0,
926873,Chicago,IL,US,60608,Bachelor's,Political Science,,6,7.0,Yes,Yes,34,98.0
927126,Lisle,IL,US,60532,High School,Not Applicable,2010-01-01 00:00:00,2,0.0,No,No,0,0.0
927879,Calumet City,IL,US,60409,Vocational,Medical Assistant,2008-04-01 00:00:00,4,5.0,Yes,No,0,30.0
928423,Granite City,IL,US,62040,High School,Not Applicable,1990-04-01 00:00:00,2,10.0,No,Yes,45,0.0
928550,Streamwood,IL,US,60107,Master's,Business Administation (concentration: Management),2013-02-01 00:00:00,4,6.0,Yes,Yes,5,21.0
928596,Chicago,IL,US,60707,Associate's,Liberal Arts,,7,31.0,Yes,No,0,111.0
928829,Arlington Heights,IL,US,60005,Bachelor's,Criminal Justice,2012-01-01 00:00:00,7,21.0,No,No,0,111.0
929559,Naperville,IL,US,60563,High School,Not Applicable,2004-01-01 00:00:00,1,4.0,Yes,Yes,3,0.0
930069,Chicago,IL,US,60634,Vocational,Nurse/Nursing Assistant/Aide and Patient Care Assistant,2011-01-01 00:00:00,3,8.0,Yes,No,0,135.0
930670,Cherry Valley,IL,US,61016,Bachelor's,Political Science,,5,30.0,Yes,No,0,98.0
931991,Morton,IL,US,61550,Bachelor's,"Biology/Biological Sciences, General",2002-08-01 00:00:00,4,11.0,Yes,No,0,35.0
932219,Oak Forest,IL,US,60452,None,,,9,19.0,Yes,Yes,15,
932334,Smithton,IL,US,62285,Bachelor's,PSYCHOLOGY,2011-05-01 00:00:00,1,2.0,No,No,0,173.0
933495,Chicago,IL,US,60640,High School,Not Applicable,1976-01-01 00:00:00,4,34.0,Yes,No,0,0.0
934713,Chicago,IL,US,60622,Bachelor's,Public Relations,2001-05-01 00:00:00,6,13.0,Yes,Yes,250,127.0
935639,Lombard,IL,US,60148,Bachelor's,Industrial Education and Technology,1994-01-01 00:00:00,6,19.0,Yes,Yes,450,173.0
936116,Chicago,IL,US,60651,None,,,1,4.0,No,Yes,12,
936737,Naperville,IL,US,60563,Bachelor's,Business,,6,17.0,No,No,0,21.0
936870,Joliet,IL,US,60433,High School,Pre med Attended for 2 years,,0,,No,No,0,167.0
938606,South Elgin,IL,US,60177,High School,"Business Administration and Management, General",1999-06-01 00:00:00,3,12.0,No,Yes,25,80.0
940697,Island Lake,IL,US,60042,None,,,1,34.0,No,No,0,
941410,Chicago,IL,US,60827,None,,2012-06-01 00:00:00,1,0.0,No,No,0,
941702,Geneva,IL,US,60134,Bachelor's,Video Game Art and Design,2006-05-01 00:00:00,6,11.0,Yes,No,0,81.0
941886,Chicago,IL,US,60637,Vocational,Pharmacy Technician/Assistant,2011-06-01 00:00:00,1,1.0,Yes,Yes,8,164.0
942359,Berkeley,IL,US,60163,Bachelor's,Communication,2011-12-01 00:00:00,3,12.0,Yes,No,0,194.0
942733,Midlothian,IL,US,60445,High School,Not Applicable,1998-01-01 00:00:00,2,7.0,,No,0,0.0
943101,Flossmoor,IL,US,60422,Bachelor's,Electrical Engineering,2008-01-01 00:00:00,6,12.0,No,No,0,179.0
943334,Bellwood,IL,US,60104,High School,,2006-06-01 00:00:00,2,4.0,Yes,No,0,
